Device Name,IP Address,Site,Manufacturer,Model,IOS Version,Region
BZMAUSL6-9300-48PD,146.39.222.9,BZMAU,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
BZMAUSL7-C9300-48P,146.39.222.10,BZMAU,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
BZMAUSL8-C9300-48P,146.39.222.11,BZMAU,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
BZMAUSL9-C9300-48UXM,146.39.222.12,BZMAU,Cisco,Cisco Catalyst 9300 Series Switch,17.6.3,US
BZMAUVG310,146.39.222.15,BZMAU,Cisco,VG310,15.9(3)M7,US
BZRJORD7-ASR1002X,146.39.200.245,F06117,Cisco,Cisco ASR1002-X,15.2(4)S5,US
bzrjorv1,146.34.2.135,F06117,Cisco,Cisco 3945K9,15.2(4)M5,US
bzrjorv2,146.34.2.136,F06117,Cisco,Cisco 3945K9,15.2(4)M5,US
bzrjovga1,146.34.2.137,F06117,Cisco,Cisco VG224,15.1(4)M8,US
bzrjovga2,146.34.2.138,F06117,Cisco,Cisco VG224,12.4(22)T5,US
bzrjowlc1,146.39.180.6,F06117,Cisco,Cisco 5500 Series Wireless Controller,None,US
CA-AB-CALDC-SE01V,139.65.210.170,CALDC,Cisco,Catalyst 9500-48Y4C,16.12.4,US
CA-AB-CAL-VG01,146.34.19.66,CAL,Cisco,VG310,15.9(3)M1,US
CA-AB-CAL-VG02,146.34.19.67,CAL,Cisco,VG310,15.9(3)M6,US
CA-AB-CAL-VG03,146.34.19.68,CAL,Cisco,VG310,15.9(3)M1,US
CA-AB-CAL-VG04,146.34.19.69,CAL,Cisco,VG310,15.9(3)M6,US
CABA0RL-MALAIKA-TIDE,146.42.118.232,CABA0,Cisco,Catalyst WS-C3560CX-8PC-S,15.2(4)E8,US
CAIaswppal-2960S-1,146.39.39.2,CAI,Cisco,Cisco Catalyst 29xxStack,15.0(2)SE11,US
CAIrt1,146.39.39.125,CAI,Cisco,Cisco 2911K9,15.5(3)M6a,US
CALDCRB1,146.29.2.250,CALDC,Cisco,Cisco ASR1002-X,16.9.4,US
CALGA1-IPT,146.34.19.74,CAL,Cisco,Cisco 2921K9,15.7(3)M4a,US
CALWC-02,146.29.2.170,CALDC,Cisco,WLC 5520,None,US
CAR110RA1,144.5.196.210,CAR110,Cisco,Cisco 4331 ISR,16.12.4,US
CAR110RA2,144.5.196.211,CAR110,Cisco,Cisco 4331 ISR,16.12.4,US
CAR110SL1,144.5.196.212,CAR110,Cisco,Cisco Catalyst 38xx stack,16.9.5,US
CARVEga2-3845,146.34.16.164,CARVE,Cisco,Cisco 3845,15.1(4)M10,US
CARVE-MS1,139.65.209.52,CARVE,Cisco,Cisco Catalyst 3560CG-8PC-S,15.0(2)SE11,US
CARVERL1-6509,146.39.109.248,CARVE,Cisco,Cisco Catalyst 6509,15.1(2)SY10,US
CARVERL2-6509,146.39.109.249,CARVE,Cisco,Cisco Catalyst 6509,15.1(2)SY10,US
CARVESL1-3750,146.39.104.5,CARVE,Cisco,Catalyst 37xx Stack,15.0(2)SE10,US
CARVESL2-3750,146.39.104.4,CARVE,Cisco,Catalyst 37xx Stack,15.0(2)SE10,US
CARVESL6-C3850,146.39.104.6,CARVE,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CARVESL7-3560G,146.39.104.8,CARVE,Cisco,Cisco Catalyst 3560-G24PS,15.0(2)SE10a,US
CARVESL8-3850,146.39.104.7,CARVE,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CARVESLX-C3850-CCTV,146.39.104.27,CARVE,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
carvewc-02,146.39.104.99,CARVE,Cisco,Cisco 5500 Series Wireless Controller,None,US
CC2440RE1,144.5.195.224,CC2440,Cisco,Cisco 4331 ISR,16.12.4,US
CC2440RE2,144.5.195.229,CC2440,Cisco,Cisco 4331 ISR,16.12.4,US
CC2440SE1,144.5.195.244,CC2440,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
CC2440SE2,144.5.118.2,CC2440,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
CC2440SE3,144.5.118.3,CC2440,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
CC2440SE4,144.5.118.4,CC2440,Cisco,Cisco Catalyst 9300 Series Switch,16.12.4,US
CC2440SL11,144.5.118.11,CC2440,Cisco,Cisco Catalyst 3560CG-8PC-S,15.0(2)SE5,US
CHASACSL7,146.25.100.5,,Cisco,Cisco IE-4000-4GS8GP4G-E Industrial Ethernet Switch,15.2(4)EA5,US
CHASCRA1,146.25.100.248,CHASC,Cisco,Cisco 4331 ISR,16.12.4,US
CHASCSL1,146.25.100.249,CHASC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHASCSL2,146.25.100.2,CHASC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHASCSL3,146.25.100.3,CHASC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHASCSL4,146.25.100.4,CHASC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHASCSL5,146.25.100.164,CHASC,Cisco,Cisco Catalyst 3850-24P-E Switch,15.0(1)EX3,US
CHASCVGA1,146.25.100.9,CHASC,Cisco,VG310,15.9(3)M6,US
chascwc-01,146.25.100.242,,Cisco,Cisco 3504 Wireless LAN Controller,None,US
CHE602SE5,144.5.175.7,CHE602,Cisco,Cisco Catalyst 29xxStack,15.0(2a)EX5,US
CHVPKASL-A1005,146.27.2.5,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A1005-3,146.27.2.254,CHVPKA,Cisco,Cisco Catalyst 9300 Series Switch,17.3.4,US
CHVPKASL-A1005-AV,146.27.2.8,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.9.5,US
CHVPKASL-A1037,146.27.2.4,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A1155,146.27.2.6,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A1261-A,146.27.3.196,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A1261-B,146.27.2.7,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A2069,146.27.4.4,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A2133,146.27.4.5,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A2205,146.27.4.7,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A2205-BLOOMBERG,146.27.4.8,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A2299,146.27.4.6,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A3069,146.27.6.4,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A3131,146.27.6.5,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A3205,146.27.6.6,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A3299,146.27.6.7,CHVPKA,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKASL-A4030,146.27.90.5,CHVPKA,Cisco,Cisco Catalyst 9407R Switch,17.3.5,US
CHVPKASL-A4361,146.27.90.4,CHVPKA,Cisco,Cisco Catalyst 9407R Switch,17.3.5,US
CHVPKASL-FRONTGATE,146.27.3.130,CHVPK,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKAVG-A1003,146.34.192.7,CHVPKA,Cisco,VG310,15.9(3)M6,US
CHVPKAVG-A1281,146.34.192.6,CHVPKA,Cisco,VG310,15.9(3)M6,US
CHVPKAVG-A2069,146.34.193.5,CHVPKA,Cisco,VG310,15.9(3)M6,US
CHVPKAVG-A2069-2,146.34.193.6,CHVPKA,Cisco,VG310,15.9(3)M6,US
CHVPKAVG-A2069-3,146.34.193.7,CHVPKA,Cisco,VG310,15.9(3)M6,US
CHVPKAVG-A3069,146.34.194.5,CHVPKA,Cisco,VG310,15.9(3)M6,US
CHVPKAVG-A4030,146.34.195.7,CHVPKA,Cisco,VG310,15.9(3)M6,US
CHVPKAVG-A4361,146.34.195.6,CHVPKA,Cisco,VG310,15.9(3)M6,US
CHVPKBSL-B1005,146.27.136.5,CHVPKB,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKBSL-B1085,146.27.136.6,CHVPKB,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKBSL-B1165,146.27.136.7,CHVPKB,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKBSL-B1223,146.27.136.4,CHVPKB,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKBSL-B2007,146.27.138.5,CHVPKB,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKBSL-B2069,146.27.138.8,CHVPKB,Cisco,Catalyst 37xx Stack,15.0(2)SE11,US
CHVPKBSL-B2085,146.27.138.6,CHVPKB,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKBSL-B2223,146.27.138.4,CHVPKB,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKBSL-B2357,146.27.138.7,CHVPKB,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKBVG-B1085,146.34.196.5,CHVPKB,Cisco,VG310,15.9(3)M6,US
CHVPKBVG-B2085,146.34.197.5,CHVPKB,Cisco,VG310,15.9(3)M6,US
CHVPKCSL-C0073,146.27.47.5,CHVPKC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKCSL-C0217,146.27.47.4,CHVPKC,Cisco,Cisco Catalyst 38xx stack,16.9.5,US
CHVPKCSL-C0217-4,146.27.47.254,CHVPK,Cisco,Cisco Catalyst 9300 Series Switch,17.3.5,US
CHVPKCSL-C0297,146.27.47.6,CHVPKC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKCSL-C0297B,146.27.47.21,CHVPK,Cisco,Cisco Catalyst 9500 series with 48 Ports of 1G/10G/25G + 4 Ports of 40G/100G,17.3.5,US
CHVPKCSL-C0357,146.27.47.7,CHVPKC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKCSL-C1081,146.27.15.4,CHVPKC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKCSL-C1221,146.27.15.5,CHVPKC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKCSL-C1297,146.27.15.6,CHVPKC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKCSL-C1357,146.27.15.7,CHVPKC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKCSL-C2081,146.27.139.4,CHVPKC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKCSL-C2221,146.27.139.6,CHVPKC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKCSL-C2297,146.27.139.7,CHVPKC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKCSL-C2357,146.27.139.8,CHVPKC,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKCVG-C1221,146.34.199.5,CHVPKC,Cisco,VG310,15.6(3)M3a,US
CHVPKCVG-C2221,146.34.200.5,CHVPKC,Cisco,VG310,15.9(3)M6,US
CHVPKDSL-D1079,146.27.174.4,CHVPKD,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKDSL-D1219,146.27.174.6,CHVPKD,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKDSL-D1297,146.27.174.8,CHVPKD,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKDSL-D1359,146.27.174.10,CHVPKD,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKDSL-D2083,146.27.21.4,CHVPKD,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKDSL-D2221,146.27.21.6,CHVPKD,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKDSL-D2297,146.27.21.8,CHVPKD,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKDSL-D2359,146.27.21.10,CHVPKD,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKDVG-D1219,146.34.201.5,CHVPKD,Cisco,VG310,15.9(3)M6,US
CHVPKDVG-D2221,146.34.202.5,CHVPKD,Cisco,VG310,15.9(3)M6,US
CHVPKESL-E1033-1,146.27.112.6,CHVPKE,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKESL-E1033-2,146.27.113.6,CHVPKE,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKESL-E1145-1,146.27.112.7,CHVPKE,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKESL-E1145-2,146.27.113.7,CHVPKE,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKESL-E1409-1,146.27.112.4,CHVPKE,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKESL-E1409-2,146.27.113.4,CHVPKE,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKESL-E1481-1,146.27.112.5,CHVPKE,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKESL-E1481-2,146.27.113.5,CHVPKE,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKEVG-E1409,146.34.203.5,CHVPKE,Cisco,VG310,15.9(3)M6,US
CHVPKFSL-F1083,146.27.26.6,CHVPKF,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKFSL-F1217,146.27.26.4,CHVPKF,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKFSL-F1297,146.27.26.5,CHVPKF,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKFSL-F1364,146.27.26.7,CHVPK: CHVPKFSL-F1364,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKFSL-F1364-FORENSICS,146.27.26.9,CHVPK:  6001 Bollinger Canyon Rd,Cisco,Cisco Catalyst 38xx stack,16.9.2,US
CHVPKFSL-F2083,146.27.86.6,CHVPKF,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKFSL-F2219,146.27.86.4,CHVPKF,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKFSL-F2297,146.27.86.5,CHVPKF,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKFSL-F2361,146.27.86.7,CHVPKF,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKFVG-F1217,146.34.176.5,CHVPKF,Cisco,VG310,15.9(3)M6,US
CHVPKGA3-IPT,146.34.6.72,CHVPKH,Cisco,Cisco 4431 ISR,16.12.4,US
CHVPKGA5-IPT,146.34.6.74,CHVPKH,Cisco,Cisco 4431 ISR,16.12.4,US
CHVPKGSL-G1005,146.27.40.5,CHVPKG,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKGSL-G1085,146.27.40.4,CHVPKG,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKGSL-G1223,146.27.40.6,CHVPKG,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKGSL-G1361,146.27.40.7,CHVPKG,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKGSL-G2005,146.27.42.4,CHVPKG,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKGSL-G2083,146.27.42.5,CHVPKG,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKGSL-G2221,146.27.42.6,CHVPKG,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKGSL-G2361,146.27.42.7,CHVPKG,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKGVG-G1085,146.34.178.5,CHVPKG,Cisco,VG310,15.9(3)M6,US
CHVPKGVG-G2083,146.34.179.5,CHVPKG,Cisco,VG310,15.4(3)M8,US
CHVPK-H2CR-R114-MS41-Forensics,146.27.65.28,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPK-H2CR-R114-PL39A,146.27.65.31,CHVPKH,Cisco,Cisco Nexus 5596 UP,7.3(3)N1(1),US
CHVPK-H2CR-R115-PL40B,146.27.65.32,CHVPKH,Cisco,Cisco Nexus 5596 UP,7.3(3)N1(1),US
CHVPK-H2CR-R625-MS34,146.27.65.2,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPK-H2CR-R625-PL37B,146.27.65.9,CHVPKH,Cisco,Cisco Nexus 5596 UP,7.3(3)N1(1),US
CHVPK-H2CR-R625-PL40A,146.27.65.8,CHVPKH,Cisco,Cisco Nexus 5596 UP,7.3(3)N1(1),US
CHVPK-H2CR-R625-PR42B,146.27.65.5,CHVPKH,Cisco,Cisco Nexus 9372PX-E,7.0(3)I7(4),US
CHVPK-H2CR-R625-PR44A,146.27.65.4,CHVPKH,Cisco,Cisco Nexus 9372PX-E,7.0(3)I7(4),US
CHVPK-H2CR-R625-PR44A,139.65.20.158,CHVPKH,Cisco,Cisco Nexus 9372PX-E,7.0(3)I7(4),US
CHVPK-H2CR-R628-MR07A,146.27.65.1,CHVPKH,Cisco,Cisco Catalyst 4500 L3,03.11.05.E RELEASE SOFTWARE (fc3),US
CHVPK-H2CR-R816-MS45,146.27.65.38,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPK-H2CR-R921-MS42,146.27.65.10,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPK-H2CR-R922-MS42,146.27.65.11,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.9.5,US
CHVPK-H2CR-R922-PL37B,146.27.65.49,CHVPKH,Cisco,Cisco Nexus 9336C-FX2,9.3(2),US
CHVPK-H2CR-R922-PL38A,146.27.65.48,CHVPKH,Cisco,Cisco Nexus 9336C-FX2,9.3(2),US
CHVPK-H2CR-R923-MS42,146.27.65.12,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPK-H2CR-R924-MS42,146.27.65.13,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPK-H2CR-R925-MS42,146.27.65.14,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPK-H2CR-R926-MS34,146.27.65.15,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPK-H2CR-R926-PL29B,146.27.65.7,CHVPKH,Cisco,Cisco Nexus 5596 UP,7.3(3)N1(1),US
CHVPK-H2CR-R926-PL32A,146.27.65.6,CHVPKH,Cisco,Cisco Nexus 5596 UP,7.3(3)N1(1),US
CHVPK-H2CR-R927-MS42,146.27.65.16,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPK-H2CR-R928-MS41,146.27.65.17,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPK-H2CR-R929-MS42,146.27.65.18,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H0190,146.27.46.4,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H0234,146.27.58.4,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H1065,146.27.23.5,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H1295,146.27.23.4,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H1401,146.27.23.6,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H1418-A,146.27.13.2,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H1418-B,146.27.13.3,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H1418-LAB-N5kA,146.27.13.246,CHVPKH,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
CHVPKHSL-H1418-LAB-N5kB,146.27.13.247,CHVPKH,Cisco,Cisco Nexus 5548,7.3(3)N1(1),US
CHVPKHSL-H1433,146.27.23.7,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H2063,146.27.28.7,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H2126,146.27.28.4,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H2252,146.27.28.5,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H2295,146.27.28.6,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H3128,146.27.30.4,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKHSL-H3250,146.27.30.5,CHVPKH,Cisco,Cisco Catalyst 9407R Switch,17.3.5,US
CHVPKHVG-H0190,146.34.205.5,CHVPKH,Cisco,VG310,15.9(3)M6,US
CHVPKHVG-H1295A,146.34.206.5,CHVPKH,Cisco,VG310,15.9(3)M6,US
CHVPKHVG-H1295B,146.34.206.6,CHVPKH,Cisco,VG310,15.7(3)M7,US
CHVPKHVG-H2295A,146.34.180.5,CHVPKH,Cisco,VG310,15.9(3)M6,US
CHVPKHVG-H2295C,146.34.180.7,CHVPKH,Cisco,VG310,15.9(3)M6,US
CHVPKHVG-H2295D,146.34.180.8,CHVPKH,Cisco,VG310,15.9(3)M6,US
CHVPKHVG-H3250A,146.34.207.5,CHVPKH,Cisco,VG310,15.9(3)M6,US
CHVPKHVG-H3250B,146.34.207.6,CHVPKH,Cisco,VG310,15.9(3)M6,US
CHVPKJSL-J1172,146.27.119.4,CHVPKJ,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKJSL-J1337,146.27.119.5,CHVPKJ,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKJVG-J1172A,146.34.208.5,CHVPKJ,Cisco,VG310,15.9(3)M6,US
CHVPKJVG-J1172B,146.34.208.6,CHVPKJ,Cisco,VG310,15.9(3)M6,US
CHVPKKSL-K1025,146.27.106.6,CHVPKK,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKKSL-K1129,146.27.106.5,CHVPKK,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKKSL-K1407,146.27.106.4,CHVPKK,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKKSL-K1451,146.27.106.7,CHVPKK,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKKSL-K2101,146.27.108.6,CHVPKK,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKKSL-K2302,146.27.108.5,CHVPKK,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKKSL-K2407,146.27.108.4,CHVPKK,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKKSL-K2451,146.27.108.7,CHVPKK,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKKVG-K1407,146.34.209.5,CHVPKK,Cisco,VG310,15.9(3)M6,US
CHVPKKVG-K2407,146.34.210.5,CHVPKK,Cisco,VG310,15.9(3)M6,US
CHVPKLSL-L0083,146.27.16.5,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L0243,146.27.16.4,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L1085,146.27.18.6,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L1161,146.27.18.5,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L1295,146.27.18.7,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L1349,146.27.18.4,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L2085,146.27.20.6,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L2161,146.27.20.5,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L2295,146.27.20.7,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L2349,146.27.20.4,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L3085,146.27.22.6,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L3161,146.27.22.5,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L3295,146.27.22.7,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L3349,146.27.22.4,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L4085,146.27.24.6,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L4161,146.27.24.5,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L4295,146.27.24.7,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLSL-L4349,146.27.24.4,CHVPKL,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKLVG-L1349A,146.34.212.5,CHVPKL,Cisco,VG310,15.9(3)M6,US
CHVPKLVG-L1349B,146.34.212.6,CHVPKL,Cisco,VG310,15.9(3)M6,US
CHVPKLVG-L2349,146.34.213.5,CHVPKL,Cisco,VG310,15.7(3)M7,US
CHVPKLVG-L3349,146.34.214.5,CHVPKL,Cisco,VG310,15.9(3)M6,US
CHVPKLVG-L4349,146.34.215.5,CHVPKL,Cisco,VG310,15.9(3)M6,US
CHVPK-MS1,139.65.218.4,CHVPK,Cisco,Catalyst 3560X 48 PoE,15.2(4)E5,US
CHVPKRD12,146.27.65.22,CHVPKH,Cisco,Cisco 2921K9,15.1(4)M4,US
CHVPKRE35-SAN520,146.46.130.138,San Antonio : Shipping : chvpkr35,Cisco,Cisco 3945K9,15.5(3)M6a,US
CHVPKRL1,146.27.111.254,CHVPKH,Cisco,Cisco Catalyst 68xx Virtual Switch,15.5(1)SY,US
CHVPKRL2,146.27.111.253,CHVPKH,Cisco,Cisco Catalyst 68xx Virtual Switch,15.5(1)SY,US
CHVPKRL2,139.65.240.222,CHVPKH,Cisco,Cisco Catalyst 68xx Virtual Switch,15.5(1)SY,US
CHVPKRM1,146.27.111.229,CHVPKH,Cisco,Cisco Catalyst 6807-XL Switch,15.5(1)SY2,US
chvpkrm2,146.27.111.230,CHVPKH,Cisco,Cisco Catalyst 6807-XL Switch,15.5(1)SY2,US
CHVPKRP1-MCAST,146.27.111.237,CHVPKH,Cisco,Cisco 2921K9,15.7(3)M5,US
chvpkse7-new,144.5.144.4,CHVPKH,Cisco,Cisco Catalyst 38xx stack,16.9.4,US
CHVPKSSH2R5-38,146.27.68.6,CHVPK,Cisco,Cisco Catalyst 4948-10GE,12.2(31)SG,US
CHVPKTSL-T0075,146.27.99.6,CHVPKT,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKTSL-T0205,146.27.99.4,CHVPKT,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKTSL-T0292,146.27.99.5,CHVPKT,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKTSL-T1069,146.27.98.6,CHVPKT,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
CHVPKTSL-T1161,146.27.98.5,CHVPKT,Cisco,Cisco Catalyst 38xx stack,16.12.7,US
