Device Name,Error,IOS Version,IP Address,Manufacturer,Model,Region,Site,ios version
F08849SL3,,17.3.5,146.40.173.8,Cisco,Cisco Catalyst 9300 Series Switch,APAC,F08849,Cisco IOS XE Software
F08849SL4,,17.3.5,146.40.173.9,Cisco,Cisco Catalyst 9300 Series Switch,APAC,F08849,Cisco IOS XE Software
F08849SL5,,17.3.5,146.40.173.10,Cisco,Cisco Catalyst 9300 Series Switch,APAC,F08849,Cisco IOS XE Software
F08849SL7,,17.3.5,146.40.173.12,Cisco,Cisco Catalyst 9300 Series Switch,APAC,F08849,Cisco IOS XE Software
F08849SL8,,17.3.5,146.40.173.13,Cisco,Cisco Catalyst 9300 Series Switch,APAC,F08849,Cisco IOS XE Software
F08849SL9,,17.3.5,146.40.173.14,Cisco,Cisco Catalyst 9300 Series Switch,APAC,F08849,Cisco IOS XE Software
F09020GA1,,16.6.4,10.45.197.253,Cisco,Cisco 4431 ISR,APAC,F09020,Cisco IOS XE Software
F09020SL4,,16.12.4,10.196.11.7,Cisco,Cisco C9200L,APAC,F09020,Cisco IOS XE Software
F09027SL1,,16.12.4,10.192.1.4,Cisco,Cisco C9200L,APAC,F09027,Cisco IOS XE Software
F09047CE1,,16.9.4,10.199.240.243,Cisco,Cisco 4431 ISR,APAC,F09047,Cisco IOS XE Software
F09047CE2,,16.9.4,10.199.240.244,Cisco,Cisco ISR4451,APAC,F09047,Cisco IOS XE Software
F09047GA3,,16.6.4,10.199.240.245,Cisco,Cisco 4431 ISR,APAC,F09047,Cisco IOS XE Software
HKTYTSL1,,16.12.7,146.40.130.2,Cisco,Cisco Catalyst 38xx stack,APAC,HKTY,Cisco IOS XE Software
HYD110RE1,,16.4.2,144.5.171.254,Cisco,Cisco 4351 ISR,APAC,HYD110,Cisco IOS XE Software
HYD110SE1,,16.6.3,144.5.166.2,Cisco,Cisco Catalyst 9300 Series Switch,APAC,HYD110,Cisco IOS XE Software
HYDGOPSL02,,16.12.4,144.5.142.130,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,APAC,HYDGOP,Cisco IOS XE Software
IDJAKRV1,,17.6.3a,10.44.10.10,Cisco,Cisco 4431 ISR,APAC,IDJAK,Cisco IOS XE Software
IDJAKSL105-N5548B,,7.0(2)N1(1),146.45.224.10,Cisco,Cisco Nexus 5548,APAC,IDJAK,"^
% Invalid command at '^' marker."
JP-13-MIN251-RB01,,17.6.3a,139.65.183.66,Cisco,Cisco,APAC,MIN251,Cisco IOS XE Software
JP-13-MIN251-RV01,,17.5.1a,146.40.65.247,Cisco,Cisco,APAC,MIN251,Cisco IOS XE Software
JP-13-TOK4-SL01,,17.3.4,146.40.63.132,Cisco,Cisco C9200R Fixed Switch Stack,APAC,JPTOK4,Cisco IOS XE Software
JP-13-TOK4-SL03,,17.3.4,146.40.63.138,Cisco,Cisco C9200R Fixed Switch Stack,APAC,JPTOK4,Cisco IOS XE Software
JP-13-TOKQX4-RB01,,17.6.3a,139.65.213.214,Cisco,Catalyst 8500L-8S4X,APAC,TOKQX4,Cisco IOS XE Software
JP-13-TOKQX4-RB02,,17.6.3a,139.65.183.13,Cisco,Catalyst 8500L-8S4X,APAC,TOKQX4,Cisco IOS XE Software
JP-22-OMAJA-RB01,,17.6.3a,139.65.183.67,Cisco,Catalyst 8300-1N1S-6T,APAC,OMAJA,Cisco IOS XE Software
KH-18-KHSI-SL1,,16.12.4,146.40.213.3,Cisco,Cisco Catalyst 9300 Series Switch,APAC,KHSI,Cisco IOS XE Software
KR-11-SEO678-RB01,,17.6.3a,139.65.183.69,Cisco,Cisco,APAC,SEO6,Cisco IOS XE Software
KR-11-SEO678-RV01,,17.6.3a,146.40.50.244,Cisco,Cisco,APAC,VOICE : KR-11-SEO678,Cisco IOS XE Software
LK-12-F06091-SL2,,16.9.5,146.40.209.2,Cisco,Cisco Catalyst 38xx stack,APAC,F06091,Cisco IOS XE Software
LKHQSL1,,16.12.7,146.40.208.2,Cisco,Cisco Catalyst 38xx stack,APAC,LKHQ,Cisco IOS XE Software
MY-01-MYPG-CE01,,17.6.1a,146.40.101.249,Cisco,Cisco,APAC,MYPG,Cisco IOS XE Software
MY-07-PR-SL02,,16.12.4,146.40.100.3,Cisco,Cisco Catalyst 9300 Series Switch,APAC,MYPR,Cisco IOS XE Software
MY-10-HQ-SL1,,17.3.3,146.40.96.2,Cisco,Cisco Catalyst 9407R Switch,APAC,MYHQ,Cisco IOS XE Software
MY-10-HQ-SL2,,17.3.3,146.40.96.3,Cisco,Cisco Catalyst 9407R Switch,APAC,MYHQ,Cisco IOS XE Software
MYPGSL1,,16.12.7,146.40.101.6,Cisco,Cisco Catalyst 38xx stack,APAC,MYPG,Cisco IOS XE Software
MYPICE2,,17.6.1a,146.40.103.248,Cisco,Cisco,APAC,MYPI,Cisco IOS XE Software
MYPISL3,,16.12.7,146.40.103.6,Cisco,Cisco Catalyst 38xx stack,APAC,MYPI,Cisco IOS XE Software
OMAJAADMSL05,,16.12.7,146.40.64.9,Cisco,Cisco Catalyst 38xx stack,APAC,OMAJA,Cisco IOS XE Software
OMAJAADMSL06,,16.12.7,146.40.64.13,Cisco,Cisco Catalyst 38xx stack,APAC,OMAJA,Cisco IOS XE Software
OMAJAGHSL02,,16.12.4,146.40.64.6,Cisco,C9300L,APAC,OMAJA,Cisco IOS XE Software
OMAJAOPSSL03,,16.12.7,146.40.64.7,Cisco,Cisco Catalyst 38xx stack,APAC,OMAJA,Cisco IOS XE Software
OMAJASL09,,16.12.7,146.40.64.22,Cisco,Cisco Catalyst 38xx stack,APAC,OMAJA,Cisco IOS XE Software
OMAJASL11,,7.0(3)I7(4),146.40.64.33,Cisco,Cisco Nexus 9372TX-E,APAC,OMAJA,"^
% Invalid command at '^' marker."
OMAJASL12,,7.0(3)I7(4),146.40.64.34,Cisco,Cisco Nexus 9372TX-E,APAC,OMAJA,"^
% Invalid command at '^' marker."
OMAJAST3SL05,,17.6.3,146.40.64.18,Cisco,Cisco Catalyst IE-3200-8P2S Rugged Switch,APAC,OMAJA,Cisco IOS XE Software
OSM43SL17,,16.12.4,146.40.78.143,Cisco,Cisco Catalyst 9300 Series Switch,APAC,OSM43,Cisco IOS XE Software
OSM43SL29,,16.12.7,146.40.78.145,Cisco,Cisco Catalyst 38xx stack,APAC,OSM43,Cisco IOS XE Software
PH-00-PHRC-SL33F11,,17.6.3,146.40.232.4,Cisco,Cisco Catalyst 9300 Series Switch,APAC,PHRC,Cisco IOS XE Software
PH-00-PHRC-SL38F20,,17.6.3,146.40.229.4,Cisco,Cisco Catalyst 9300 Series Switch,APAC,PHRC,Cisco IOS XE Software
PH-00-PHRC-SL38F21,,17.6.3,146.40.229.5,Cisco,Cisco Catalyst 9300 Series Switch,APAC,PHRC,Cisco IOS XE Software
PH-BTG-PHBARP-RB01,,17.6.3a,139.65.183.45,Cisco,Cisco,APAC,PHBARP,Cisco IOS XE Software
PH-BTG-PHBARP-RB02,,17.6.3a,139.65.183.46,Cisco,Cisco,APAC,PHBARP,Cisco IOS XE Software
PH-BTG-PHCBT-GA1,,17.6.1a,146.44.106.11,Cisco,Cisco,APAC,PHCBT,Cisco IOS XE Software
PH-BTG-PHCBT-GA3,,17.3.4a,146.44.106.13,Cisco,Cisco 4331 ISR,APAC,PHCBT,Cisco IOS XE Software
PH-CEB-PHLL-RB01,,17.6.3a,139.65.183.53,Cisco,Cisco,APAC,PHLL,Cisco IOS XE Software
PH-LUN-PHSF-RB01,,17.6.3a,146.40.127.2,Cisco,Cisco,APAC,WAN-SDWAN : PH-LUN-PHSF,Cisco IOS XE Software
PH-LUN-PHSF-SL1,,16.12.4,146.40.127.1,Cisco,C9300L,APAC,PHSF,Cisco IOS XE Software
PH-MNL-PHRC-RB01,,17.6.3a,139.65.183.18,Cisco,Cisco,APAC,Philippines,Cisco IOS XE Software
PH-MSC-PHJM-RB01,,17.6.3a,139.65.183.47,Cisco,Cisco,APAC,PHJM,Cisco IOS XE Software
PH-MSC-PHJM-RL01,,17.5.1,146.40.126.1,Cisco,C9300L,APAC,PHJM,Cisco IOS XE Software
PH-PSY-PHMS-RB01,,17.6.3a,139.65.183.43,Cisco,Cisco,APAC,PHMS,Cisco IOS XE Software
PH-PSY-PHMS-RB02,,17.6.3a,139.65.183.44,Cisco,Cisco,APAC,PHMS,Cisco IOS XE Software
PH-PSY-PHMS-RL01,,17.5.1,146.40.181.129,Cisco,C9300L,APAC,PHMS,Cisco IOS XE Software
PH-VAL-F08610-RB01,,17.6.3a,139.65.183.39,Cisco,Cisco,APAC,F08610,Cisco IOS XE Software
PHBARP - PHCBT Microwave Link,,17.3.4,146.40.112.222,Cisco,Cisco Catalyst 9300 Series Switch,APAC,PHCBT,Cisco IOS XE Software
PHCBTSL01,,17.3.4,146.40.92.1,Cisco,Cisco Catalyst 9300 Series Switch,APAC,PHCBT,Cisco IOS XE Software
PHCBTSL08,,17.3.4b,146.40.92.8,Cisco,Cisco C9200L,APAC,PHCBT,Cisco IOS XE Software
PHHQGA3,,16.12.4,146.44.10.253,Cisco,Cisco 4431 ISR,APAC,PHHQ,Cisco IOS XE Software
PHLLSL01,,16.9.5,146.40.122.129,Cisco,Cisco Catalyst 38xx stack,APAC,PHLL,Cisco IOS XE Software
PHRC-SE01V,,16.12.4,139.65.208.119,Cisco,Catalyst 9500-48Y4C,APAC,PHRC,Cisco IOS XE Software
PHRCGA2,,16.12.4,146.44.9.252,Cisco,Cisco 4431 ISR,APAC,PHRC,Cisco IOS XE Software
PHRCSL32F09,,16.12.4,146.40.231.4,Cisco,Cisco Catalyst 9300 Series Switch,APAC,PHRC,Cisco IOS XE Software
PHRCSL33F12,,16.12.4,146.40.232.5,Cisco,Cisco Catalyst 9300 Series Switch,APAC,PHRC,Cisco IOS XE Software
PHRCSL34F13,,16.12.4,146.40.234.4,Cisco,Cisco Catalyst 9300 Series Switch,APAC,PHRC,Cisco IOS XE Software
PHRCSL35F25,,17.3.4b,146.40.226.7,Cisco,Cisco C9200L,APAC,PHRC,Cisco IOS XE Software
PKACRA1,,15.5(3)S4b,144.5.32.129,Cisco,Cisco 4321 ISR,APAC,PKAC,Cisco IOS XE Software
PKWWSL5,,17.6.4,146.40.109.72,Cisco,Cisco C9200L,APAC,PKWW,Cisco IOS XE Software
SG-01-SINQX1-CUBE01,,17.2.1r,139.65.213.149,Cisco,Cisco 4431 ISR,APAC,SINQX1,Cisco IOS XE Software
SG-01-SINQX1-CUBE02,,17.2.1r,139.65.213.150,Cisco,Cisco 4431 ISR,APAC,SINQX1,Cisco IOS XE Software
SG-01-SINQX1-RB01,,17.6.3a,139.65.213.153,Cisco,Catalyst 8500L-8S4X,APAC,SINQX1,Cisco IOS XE Software
SG-01-SINQX1-RB02,,17.6.3a,139.65.213.154,Cisco,Catalyst 8500L-8S4X,APAC,SINQX1,Cisco IOS XE Software
SG-05-JRGOFLR1-SL1,,16.12.3a,146.40.22.8,Cisco,Cisco C9200R Fixed Switch Stack,APAC,SGJR,Cisco IOS XE Software
SG-05-SGDC1-RE40,,16.9.5,146.46.190.170,Cisco,Cisco ASR 1001-X Router,APAC,SINQX1,Cisco IOS XE Software
SG-05-SGJR-FGHSL9,,17.3.4b,146.40.22.9,Cisco,Cisco C9200R Fixed Switch Stack,APAC,SGJR,Cisco IOS XE Software
SG-05-SGJR-GHSL2,,17.3.4b,146.40.23.2,Cisco,Cisco C9200R Fixed Switch Stack,APAC,SGJR,Cisco IOS XE Software
SG-05-SGJR-GO-FLR1-SL1,,17.3.4,146.40.22.38,Cisco,Cisco Catalyst 9300 Series Switch,APAC,SGJR,Cisco IOS XE Software
SG-05-SGJR-GO-FLR2-RL1,,17.3.4,146.40.22.35,Cisco,Cisco C9500-40X,APAC,SGJR,Cisco IOS XE Software
SG-05-SGJR-GO-FLR2-SL2,,17.3.4,146.40.22.36,Cisco,Cisco Catalyst 9300 Series Switch,APAC,SGJR,Cisco IOS XE Software
SG-05-SGJR-SHSL8,,17.3.4b,146.40.23.131,Cisco,Cisco C9200R Fixed Switch Stack,APAC,SGJR,Cisco IOS XE Software
SG-05-SINSI2-RG2,,17.5.1,146.40.18.3,Cisco,Cisco Catalyst 9500 series with 48 Ports of 1G/10G/25G + 4 Ports of 40G/100G,APAC,SINSI2,Cisco IOS XE Software
SG-05-SINSI2-SL14,,16.12.4,146.40.60.13,Cisco,Cisco Catalyst 9300 Series Switch,APAC,SINSI2,Cisco IOS XE Software
SG-05-SINSI2-SL16,,16.12.4,146.40.60.30,Cisco,Cisco Catalyst 38xx stack,APAC,SINSI2,Cisco IOS XE Software
SG-05-SINSI2-SL20,,16.12.4,146.40.19.7,Cisco,Cisco Catalyst 38xx stack,APAC,SINSI2,Cisco IOS XE Software
SG-05-SINSI2-SL23,,16.12.4,146.40.31.5,Cisco,Cisco Catalyst 9300 Series Switch,APAC,SINSI2,Cisco IOS XE Software
SG-05-SINSI2-SL24,,17.3.5,146.40.60.24,Cisco,Cisco Catalyst 9300 Series Switch,APAC,SINSI2,Cisco IOS XE Software
SG-05-SINSI2-SL25,,17.3.4,146.40.60.25,Cisco,Cisco Catalyst 9300 Series Switch,APAC,SINSI2,Cisco IOS XE Software
SG-05-SINSI2-SL28,,16.12.7,146.40.60.14,Cisco,Cisco Catalyst 38xx stack,APAC,SINSI2,Cisco IOS XE Software
SG-05-SINSI2-SL29,,16.12.4,146.40.60.21,Cisco,Cisco Catalyst 9300 Series Switch,APAC,SINSI2,Cisco IOS XE Software
SG-05-SINSI2-SL5,,17.3.4,146.40.60.12,Cisco,Cisco Catalyst 9300 Series Switch,APAC,SINSI2,Cisco IOS XE Software
SG-05-SINSI2-SL7,,17.3.4,146.40.60.17,Cisco,Cisco Catalyst 9300 Series Switch,APAC,SINSI2,Cisco IOS XE Software
SGDC1-MS2,,16.12.4,146.46.188.137,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,APAC,SGDC1,Cisco IOS XE Software
SGDC1-RI02,,7.3(3)N1(1),146.46.188.147,Cisco,Cisco Nexus 5672UP,APAC,SGDC1,"^
% Invalid command at '^' marker."
SGDC1-RI1,,7.3(3)N1(1),146.46.188.146,Cisco,Cisco Nexus 5672UP,APAC,SGDC1,"^
% Invalid command at '^' marker."
SGDC1DC1AG1,,6.2(12),139.65.139.80,Cisco,Cisco Nexus 7000 Series,APAC,"SGDC1SS1A1: Facility-Code SGDC1, Keppel Digihub, Singapore","^
% Invalid command at '^' marker."
SGDC1DC1AG1-L3CVX,,6.2(12),139.65.139.82,Cisco,Cisco Nexus 7000 Series,APAC,SGDC1,"^
% Invalid command at '^' marker."
SGDC1GS1,,16.9.4,144.5.25.0,Cisco,Cisco ASR1002-X,APAC,SGDC1,Cisco IOS XE Software
SGDC1GS2,,16.9.4,144.5.25.2,Cisco,Cisco ASR1002-X,APAC,SGDC1,Cisco IOS XE Software
SGDC1ITFSE2,,7.3(3)N1(1),146.46.188.186,Cisco,Cisco Nexus 5548,APAC,SGDC1,"^
% Invalid command at '^' marker."
SGDC1SE2,,7.3(3)N1(1),146.46.188.149,Cisco,Cisco Nexus 5672UP,APAC,SGDC1,"^
% Invalid command at '^' marker."
SGDC1SS1H1,,7.3(3)N1(1),146.40.10.90,Cisco,Cisco Nexus 5548,APAC,SGDC1,"^
% Invalid command at '^' marker."
SGDC1SS5G6,,6.2(18),139.65.139.60,Cisco,Cisco Nexus 7000 Series,APAC,SGDC1,"^
% Invalid command at '^' marker."
SGDC1SS5G6-CVXCORE,,6.2(18),139.65.139.61,Cisco,Cisco Nexus 7000 Series,APAC,SGDC1,"^
% Invalid command at '^' marker."
SGDC1SS5G8,,6.2(18),139.65.139.65,Cisco,Cisco Nexus 7000 Series,APAC,SGDC1,"^
% Invalid command at '^' marker."
SGDC1SS5G8-CVXCORE,,6.2(18),139.65.139.66,Cisco,Cisco Nexus 7000 Series,APAC,SGDC1,"^
% Invalid command at '^' marker."
SGDC1SS6G6,,7.3(3)N1(1),139.65.139.70,Cisco,Cisco Nexus 5548,APAC,SGDC1,"^
% Invalid command at '^' marker."
SGDC1SS7G8,,7.3(3)N1(1),139.65.139.73,Cisco,Cisco Nexus 5548,APAC,SGDC1,"^
% Invalid command at '^' marker."
SGJRBCSL02,,16.9.2,146.40.21.2,Cisco,Cisco Catalyst 38xx stack,APAC,SGJR,Cisco IOS XE Software
SGJRDMVSL3,,16.12.7,146.40.23.34,Cisco,Cisco Catalyst 38xx stack,APAC,SGJR,Cisco IOS XE Software
SGJRGA3,,16.12.4,146.40.23.250,Cisco,Cisco 4431 ISR,APAC,SGJR,Cisco IOS XE Software
SGJRGA4,,16.12.4,146.40.23.251,Cisco,Cisco 4431 ISR,APAC,SGJR,Cisco IOS XE Software
SGJRGOSL7,,16.9.5,146.40.22.6,Cisco,Cisco Catalyst 38xx stack,APAC,SGJR,Cisco IOS XE Software
SGJRLBSL5,,16.9.5,146.40.22.20,Cisco,Cisco Catalyst 38xx stack,APAC,SGJR,Cisco IOS XE Software
SGJRLOBPSL4,,16.9.5,146.40.23.66,Cisco,Cisco Catalyst 38xx stack,APAC,SGJR,Cisco IOS XE Software
SGJRLOBPSL5,,16.9.5,146.40.23.67,Cisco,Cisco Catalyst 38xx stack,APAC,SGJR,Cisco IOS XE Software
SINQX1RD2,,15.4(3)S4,146.46.190.156,Cisco,Cisco ASR 1001-X Router,APAC,SINQX1,Cisco IOS XE Software
SINQX1RD3,,15.4(3)S4,146.46.190.157,Cisco,Cisco ASR 1001-X Router,APAC,SINQX1,Cisco IOS XE Software
SINSI2RG11,,9.3(3),146.44.112.1,Cisco,Cisco Nexus 93180YC-FX,APAC,SINSI2,"^
% Invalid command at '^' marker."
SINSI2RG11,,9.3(3),146.40.18.6,Cisco,Cisco Nexus 93180YC-FX,APAC,SINSI2,"^
% Invalid command at '^' marker."
SINSI2RG12,,9.3(3),146.40.18.7,Cisco,Cisco Nexus 93180YC-FX,APAC,SINSI2,"^
% Invalid command at '^' marker."
SINSI2SL11,,16.12.7,146.40.60.23,Cisco,Cisco Catalyst 38xx stack,APAC,SINSI2,Cisco IOS XE Software
SINSI2SL12-9300,,17.3.5,146.40.60.29,Cisco,Cisco Catalyst 9300 Series Switch,APAC,SINSI2,Cisco IOS XE Software
SINSI2SL26,,16.12.7,146.40.60.26,Cisco,Cisco Catalyst 38xx stack,APAC,SINSI2,Cisco IOS XE Software
SINSI2SL4-C9300,,17.3.5,146.40.60.11,Cisco,Cisco Catalyst 9300 Series Switch,APAC,SINSI2,Cisco IOS XE Software
SINSI2SL9,,17.3.5,146.40.60.27,Cisco,Cisco Catalyst 9300 Series Switch,APAC,SINSI2,Cisco IOS XE Software
TANTICE1,,16.8.1,146.40.151.250,Cisco,Cisco 4221 Integrated Services Router,APAC,TANTI,Cisco IOS XE Software
TH-10-BKKHQ-RB01,,17.6.3a,139.65.183.25,Cisco,Cisco,APAC,WAN SDWAN: BKKHQ,Cisco IOS XE Software
TH-10-BKKHQ-RB02,,17.6.3a,139.65.183.26,Cisco,Cisco,APAC,WAN SDWAN: BKKHQ,Cisco IOS XE Software
TH-10-THBT-RB01,,17.6.3a,139.65.183.56,Cisco,Cisco,APAC,THBTHET,Cisco IOS XE Software
TH-10-THBT-RB02,,17.6.3a,139.65.183.57,Cisco,Cisco,APAC,THBTHET,Cisco IOS XE Software
THBTCE1,,16.3.5,146.40.203.254,Cisco,Cisco 4431 ISR,APAC,THBTHET,Cisco IOS XE Software
THBTCE2,,16.3.5,146.40.203.252,Cisco,Cisco 4431 ISR,APAC,THBTHET,Cisco IOS XE Software
THBTSL8,,17.6.4,146.40.202.17,Cisco,Cisco Catalyst 9300 Series Switch,APAC,THBTHET,Cisco IOS XE Software
THLLCE1,,16.3.5,146.40.206.60,Cisco,Cisco 4321 ISR,APAC,THLL,Cisco IOS XE Software
THOS5SL4,,17.3.5,146.40.221.135,Cisco,Cisco C9200L,APAC,THOS5,Cisco IOS XE Software
THOS5SL5,,16.12.7,146.40.221.129,Cisco,Cisco Catalyst 38xx stack,APAC,THOS5,Cisco IOS XE Software
THRNCE1,,16.3.5,146.40.206.62,Cisco,Cisco 4321 ISR,APAC,THRN,Cisco IOS XE Software
THSBCE1,,16.3.5,146.40.206.61,Cisco,Cisco 4321 ISR,APAC,THSB,Cisco IOS XE Software
THSOCE1,,16.9.6,146.40.206.126,Cisco,Cisco 4321 ISR,APAC,THSO,Cisco IOS XE Software
THSUCE1,,16.3.5,146.40.206.189,Cisco,Cisco 4321 ISR,APAC,THSU,Cisco IOS XE Software
TOKJA2SL01,,16.12.4,146.40.65.1,Cisco,Cisco Catalyst 9300 Series Switch,APAC,TOKJA2,Cisco IOS XE Software
TOKQX4RD1,,15.4(3)S4,146.46.190.219,Cisco,Cisco ASR 1001-X Router,APAC,TOKQX4,Cisco IOS XE Software
TOKQX4RD2,,15.4(3)S4,146.46.190.220,Cisco,Cisco ASR 1001-X Router,APAC,TOKQX4,Cisco IOS XE Software
TOKQX4RD3,,15.4(3)S4,146.46.190.221,Cisco,Cisco ASR 1001-X Router,APAC,TOKQX4,Cisco IOS XE Software
VNHNBCCE1,,15.5(3)S4b,144.5.36.106,Cisco,Cisco 4431 ISR,APAC,"VNHN 40 Cat Link Street, Hanoi City",Cisco IOS XE Software
VNHNSL1,,16.9.5,144.5.35.5,Cisco,Cisco Catalyst 38xx stack,APAC,VNHP,Cisco IOS XE Software
VNHNSL2,,16.9.5,144.5.35.6,Cisco,Cisco Catalyst 38xx stack,APAC,VNHP,Cisco IOS XE Software
VNHPBCCE1,,16.3.5,144.5.36.100,Cisco,Cisco 4431 ISR,APAC,VNHP: VNHPBCCE1,Cisco IOS XE Software
