Device Name,Error,IOS Version,IP Address,Manufacturer,Model,Region,Site,ios version
FAR140SL01,,15.0(2)SE6,146.38.9.194,Cisco,Catalyst 37xx Stack,EMEA,FAR140,
FAR140SLBUILD,,15.0(2)SE10,146.38.9.199,Cisco,Catalyst 37xx Stack,EMEA,FAR140,
FR-IDF-RUEIL1-RL02,,16.12.4,146.30.143.195,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,RUEIL1,Cisco IOS XE Software
FR-NOR-GONFR-SL015,,16.12.4,146.30.218.75,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
FR-NOR-GONFR-SL015B,,17.3.5,146.30.218.82,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
FR-NOR-GONFR-SL016,,17.3.5,146.30.218.44,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
FR-NOR-GONFR-SL024,,17.3.5,146.30.218.72,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
FR-NOR-GONFR-SL034,,17.3.5,146.30.218.73,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
FR-NOR-GONFR-SL037,,17.3.5,146.30.218.77,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
FR-NOR-GONFR-SL04,,16.12.4,146.30.218.13,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
FR-NOR-GONFR-SL05,,17.3.5,146.30.218.38,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
FR-NOR-GONFR-SL08,,17.3.5,146.30.218.45,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
FR-NOR-GONFR-SL2,,16.12.4,146.30.218.36,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
FUJAIRSL01,,15.2(4)E9,146.30.70.129,Cisco,Catalyst WS-C3560CX-12PC-S,EMEA,F09151,
FUJAIRVG1,,15.9(3)M6,146.37.164.114,Cisco,Cisco Voice Gateway 204XM,EMEA,F09151,
GB-LND-LONPWG-SS-D08,,16.3.5,146.38.93.47,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,EMEA,LONPWG,
GB-LND-LONPWG-SS-D10,,16.3.5,146.38.93.46,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,EMEA,LONPWG,
GB-LND-LONPWG-SS-E11,,16.3.5,146.38.93.45,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,EMEA,LONPWG,
GB-LND-WFC-SS3V,,16.3.5,146.38.92.172,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,EMEA,WFC,
GB-SCB-F06296-RL01,,17.3.5,146.30.166.251,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,F06296,Cisco IOS XE Software
GNTRA01,,16.12.4,146.30.188.126,Cisco,Cisco 4331 ISR,EMEA,GNT,Cisco IOS XE Software
GNTRL01,,16.12.7,146.30.188.254,Cisco,Cisco Catalyst 38xx stack,EMEA,GNT,Cisco IOS XE Software
GNTRV1-IPT,,15.7(3)M5,146.30.188.253,Cisco,Cisco 2921K9,EMEA,GNT,
GNTSE01,Cannot connect to 146.30.188.194,12.2(55)SE8,146.30.188.194,Cisco,Catalyst 3560X 24,EMEA,GNT,
GNTSE02,Cannot connect to 146.30.188.197,12.2(55)SE8,146.30.188.197,Cisco,Catalyst 3560X 24,EMEA,GNT,
GNTSL02,Cannot connect to 146.30.188.148,15.2(4)E5,146.30.188.148,Cisco,Catalyst 37xx Stack,EMEA,GNT,
GNTSL03,,15.2(4)E9,146.30.188.145,Cisco,Cisco Catalyst 2960CX-8TC-L Switch,EMEA,GNT,
GNTSL04,,15.2(4)EA6,146.30.188.146,Cisco,Cisco IE-4000-4GS8GP4G-E Industrial Ethernet Switch,EMEA,GNT,
GNTSL05,,15.2(4)EA6,146.30.188.147,Cisco,Cisco IE-4000-4GS8GP4G-E Industrial Ethernet Switch,EMEA,,
GNTSL06,,16.12.7,146.30.188.144,Cisco,Cisco Catalyst 38xx stack,EMEA,GNT,Cisco IOS XE Software
GNTSL07,,16.9.5,146.30.188.149,Cisco,Cisco Catalyst 38xx stack,EMEA,GNT,Cisco IOS XE Software
GNTVG1,,15.9(3)M6,146.37.163.132,Cisco,Cisco Voice Gateway 204XM,EMEA,GNT,
GNTVG2,,15.9(3)M6,146.37.163.133,Cisco,Cisco Voice Gateway 204XM,EMEA,GNT,
GONFRRG01,Cannot connect to 146.30.218.247,12.2(35)SE5,146.30.218.247,Cisco,Catalyst 37xx Stack,EMEA,GONFR,
GONFRRG014,Cannot connect to 146.30.218.250,12.2(35)SE5,146.30.218.250,Cisco,Catalyst 37xx Stack,EMEA,GONFR,
GONFRRG02,Cannot connect to 146.30.218.248,12.2(35)SE5,146.30.218.248,Cisco,Catalyst 37xx Stack,EMEA,GONFR,
GONFRRG024,Cannot connect to 146.30.218.251,12.2(35)SE5,146.30.218.251,Cisco,Catalyst 37xx Stack,EMEA,GONFR,
GONFRRG03,Cannot connect to 146.30.218.249,12.2(35)SE5,146.30.218.249,Cisco,Catalyst 37xx Stack,EMEA,GONFR,
GONFRRG033,Cannot connect to 146.30.218.252,12.2(35)SE5,146.30.218.252,Cisco,Catalyst 37xx Stack,EMEA,GONFR,
GONFRRM1V,,15.5(1)SY4,146.30.218.244,Cisco,Cisco Catalyst 68xx Virtual Switch,EMEA,GONFR,
GONFRSL01,,12.2(58)SE2,146.30.218.12,Cisco,Catalyst 37xx Stack,EMEA,GONFR,
GONFRSL011,,17.3.5,146.30.218.88,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
GONFRSL013,"Authentication to device failed.

Common causes of this problem are:
1. Invalid username and password
2. Incorrect SSH-key file
3. Connecting to the wrong device

Device settings: cisco_ios 146.30.218.39:22


Authentication failed.",16.12.7,146.30.218.39,Cisco,Cisco Catalyst 38xx stack,EMEA,GONFR,
GONFRSL014,,15.2(4)E9,146.30.218.37,Cisco,Catalyst 37xx Stack,EMEA,GONFR,
GONFRSL017,,17.3.5,146.30.218.70,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
GONFRSL021,,17.3.5,146.30.218.40,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
GONFRSL022,,15.2(4)E9,146.30.218.42,Cisco,Catalyst 37xx Stack,EMEA,GONFR,
GONFRSL025,,16.12.7,146.30.218.76,Cisco,Cisco Catalyst 38xx stack,EMEA,GONFR,Cisco IOS XE Software
GONFRSL028,,17.3.5,146.30.218.83,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
GONFRSL028C,,16.12.7,146.30.218.89,Cisco,Cisco Catalyst 38xx stack,EMEA,GONFR,Cisco IOS XE Software
GONFRSL03,,16.12.3a,146.30.218.11,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
GONFRSL032,,17.3.5,146.30.218.71,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
GONFRSL038,,17.3.5,146.30.218.80,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
GONFRSL039,,16.12.4,146.30.218.79,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
GONFRSL06B,,17.3.5,146.30.218.14,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
GONFRSL07,,17.3.5,146.30.218.86,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
GONFRSL09,,15.2(4)E5,146.30.218.41,Cisco,Catalyst 37xx Stack,EMEA,GONFR,
GONFRSLEVENT,Cannot connect to 146.30.218.46,12.2(58)SE2,146.30.218.46,Cisco,Catalyst 37xx Stack,EMEA,GONFR: GONFRSLEVENT,
GONFRSN1B,,7.0(3)I7(4),146.30.218.101,Cisco,Nexus 9372TX,EMEA,GONFR,Cisco Nexus
GONFRSS1V,,16.12.4,146.30.218.98,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,GONFR,Cisco IOS XE Software
GONFRSS2V,Cannot connect to 146.30.218.99,12.2(35)SE5,146.30.218.99,Cisco,Catalyst 37xx Stack,EMEA,GONFR,
IQ-AR-ERV423-RB01,,17.6.3a,139.65.182.39,Cisco,Cisco,EMEA,WAN SDWAN : ERV423,Cisco IOS XE Software
IQ-AR-ERV423-SL01,Cannot connect to 146.30.85.1,16.12.4,146.30.85.1,Cisco,Cisco C9200R Fixed Switch Stack,EMEA,ERV423,
JOPN5K02,,5.2(1)N1(2),146.30.76.4,Cisco,Cisco Nexus 5000 Series,EMEA,snmplocation,Cisco Nexus
JOPSL16GS1,,16.9.4,146.30.76.48,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL17EMT1,,16.9.4,146.30.76.86,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL18TCDS1,,17.3.4,146.30.76.33,Cisco,Cisco C9500-40X,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL1ADM1,,16.9.4,146.30.76.5,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL1ADM13,Cannot connect to 146.30.76.13,12.2(25)SEB4,146.30.76.13,Cisco,Catalyst 37xx Stack,EMEA,JOP:Wafra,
JOPSL1ADM2,,17.3.4,146.30.76.6,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL1ADM3,,12.2(50)SE1,146.30.76.7,Cisco,Catalyst 37xx Stack,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL1ADM5,,17.3.4,146.30.76.11,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL1ADM6,Failed to enter enable mode. Please ensure you pass the 'secret' argument to ConnectHandler.,17.3.4,146.30.76.12,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,
JOPSL1ADM8,Cannot connect to 146.30.76.28,12.2(50)SE1,146.30.76.28,Cisco,Catalyst 37xx Stack,EMEA,JOP:Wafra,
JOPSL1ADMDS2,,17.3.4,146.30.76.102,Cisco,Cisco C9500-40X,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL21SAC1,,16.9.4,146.30.76.53,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL22LV1,,16.9.4,146.30.76.36,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL24PGPDS1,,17.3.4,146.30.76.76,Cisco,Cisco C9500-40X,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL26POD1,,17.3.4,146.30.76.72,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL28PMS1,,16.12.02,146.30.76.19,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL29WHADS1,,17.3.4,146.30.76.14,Cisco,Cisco C9500-40X,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL2EPDMANNEX,,16.12.02,146.30.76.29,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL2FDD1,,17.3.4,146.30.76.30,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL30WH401,,16.12.02,146.30.76.17,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL30WH402,,16.12.02,146.30.76.18,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL35MGCADM1,,17.3.4,146.30.76.67,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL39MGCLAB1,,16.9.4,146.30.76.66,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL3FDD2,,16.12.02,146.30.76.32,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL3LSPE1,,16.9.4,146.30.76.111,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL43ACO1,,17.3.4,146.30.76.71,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL44MGCFS1,,17.3.4,146.30.76.85,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL45FAB1,,17.3.4,146.30.76.74,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL46FAB2,,17.3.4,146.30.76.75,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL4MPD2,,16.12.02,146.30.76.38,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL4MPD3,,16.12.02,146.30.76.39,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL53POD17,,16.9.4,146.30.76.94,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSL9MSH1,,17.3.4,146.30.76.49,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSLEOR3,,16.9.4,146.30.76.118,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSLLSPA1,,16.12.02,146.30.76.45,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSLLSPADS,,16.12.02,146.30.76.44,Cisco,Cisco C9500-40X,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSLLSPM1,,16.12.02,146.30.76.47,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSLOTC2,,12.2(50)SE1,146.30.76.52,Cisco,Catalyst 37xx Stack,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSLPGP1,,17.3.4,146.30.76.78,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSLPGP4,,16.9.4,146.30.76.81,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSLPGPMOE1,,17.3.4,146.30.76.82,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSLPNZ1,,16.12.02,146.30.61.233,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
JOPSLWOY1,,16.12.02,146.30.76.16,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,JOP:Wafra,Cisco IOS XE Software
KARA10SL01,Cannot connect to 144.5.85.162,15.0(2)SE11,144.5.85.162,Cisco,Catalyst 2960,EMEA,KARA10,
KZ-ATY-F09001-SS01,,9.3(8),146.31.63.240,Cisco,Cisco Nexus 9K C9364C,EMEA,,Cisco Nexus
LAGNR-MS2,,15.2(7)E1,139.65.209.216,Cisco,Cisco Catalyst 29xxStack,EMEA,LAGNR,
LAGNR-SE01,,16.9.5,139.65.209.217,Cisco,Catalyst 9500-48Y4C,EMEA,LAGNR,Cisco IOS XE Software
LAGNRRA02,,15.5(3)M7,139.65.152.240,Cisco,Cisco 2921K9,EMEA,LAGNR,
LAGNRRD1-PABX,,16.3.5,146.42.151.244,Cisco,Cisco ASR1002-X,EMEA,LAGNR,Cisco IOS XE Software
LAGNRRD2-COMMS,,16.3.5,146.42.151.245,Cisco,Cisco ASR1002-X,EMEA,LAGNR,Cisco IOS XE Software
LKSW0C,,03.08.06.E RELEASE SOFTWARE (fc4),146.42.150.24,Cisco,Cisco Catalyst 4510R+E,EMEA,LAGNR,
LKSW0E,,03.08.06.E RELEASE SOFTWARE (fc4),146.42.150.25,Cisco,Cisco Catalyst 4510R+E,EMEA,LAGNR,
LKSW1C,,03.09.00.E RELEASE SOFTWARE (fc1),146.42.150.27,Cisco,Cisco Catalyst 4510R+E,EMEA,LAGNR,
LKSW1W,,03.08.05.E RELEASE SOFTWARE (fc2),146.42.150.29,Cisco,Cisco Catalyst 4510R+E,EMEA,LAGNR,
LKSW2C,,03.08.05.E RELEASE SOFTWARE (fc2),146.42.150.30,Cisco,Cisco Catalyst 4510R+E,EMEA,LAGNR,
LKSW2C-ICC,,16.12.7,146.42.150.48,Cisco,Cisco Catalyst 38xx stack,EMEA,LAGNR,Cisco IOS XE Software
LKSW2E,,03.08.05.E RELEASE SOFTWARE (fc2),146.42.150.31,Cisco,Cisco Catalyst 4510R+E,EMEA,LAGNR,
LKSW3C,,03.08.05.E RELEASE SOFTWARE (fc2),146.42.150.33,Cisco,Cisco Catalyst 4510R+E,EMEA,LAGNR,
LKSW3E,,03.08.05.E RELEASE SOFTWARE (fc2),146.42.150.34,Cisco,Cisco Catalyst 4510R+E,EMEA,LAGNR,
LKSW3E-MGTCONF,,15.2(4)E5,146.42.150.49,Cisco,Cisco Catalyst 29xxStack,EMEA,LAGNR,
LKSW3W,,03.08.05.E RELEASE SOFTWARE (fc2),146.42.150.35,Cisco,Cisco Catalyst 4510R+E,EMEA,LAGNR,
LKSWCHILLER,,15.2(4)E5,146.42.150.51,Cisco,Catalyst WS-C3560CX-12PC-S,EMEA,LAGNR,
LKSWCOMMS,,16.12.7,146.42.150.76,Cisco,Cisco Catalyst 38xx stack,EMEA,LAGNR,Cisco IOS XE Software
LKSWCU,,16.12.7,146.42.150.55,Cisco,Cisco Catalyst 38xx stack,EMEA,LAGNR,Cisco IOS XE Software
LKSWDB2,,03.08.06.E RELEASE SOFTWARE (fc4),146.42.150.43,Cisco,Cisco Catalyst 4510R+E,EMEA,LAGNR,
LKSWDP,,15.2(6)E1,146.42.150.60,Cisco,Catalyst WS-C3560CX-12PC-S,EMEA,LAGNR,
LKSWDW,,03.08.06.E RELEASE SOFTWARE (fc4),146.42.150.42,Cisco,Cisco Catalyst 4510R+E,EMEA,LAGNRD,
LKSWF0W,,03.08.06.E RELEASE SOFTWARE (fc4),146.42.150.37,Cisco,Cisco Catalyst 4506-E,EMEA,LAGNR,
LKSWF1W,,03.08.06.E RELEASE SOFTWARE (fc4),146.42.150.39,Cisco,Cisco Catalyst 4510R+E,EMEA,LAGNR,
LKSWF2W,,16.9.5,146.42.150.41,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,LAGNR,Cisco IOS XE Software
LKSWHOBBY,,15.2(6)E1,146.42.150.57,Cisco,Cisco Catalyst 29xxStack,EMEA,LAGNR,
LKSWHRCPK,,16.12.7,146.42.150.56,Cisco,Cisco Catalyst 38xx stack,EMEA,LAGNR,Cisco IOS XE Software
LKSWIT-TraingRM,,16.12.7,146.42.150.62,Cisco,Cisco Catalyst 38xx stack,EMEA,"Lekki, Lagos, Nigeria",Cisco IOS XE Software
LKSWLEPSU,,15.2(6)E1,146.42.150.63,Cisco,Cisco Catalyst 29xxStack,EMEA,LAGNR,
LKSWREC-CTR,,16.12.7,146.42.150.65,Cisco,Cisco Catalyst 38xx stack,EMEA,LAGNR,Cisco IOS XE Software
LKSWSEC-NEW,,16.12.7,146.42.150.67,Cisco,Cisco Catalyst 38xx stack,EMEA,LAGNR,Cisco IOS XE Software
LKSWWH,,03.08.05.E RELEASE SOFTWARE (fc2),146.42.150.45,Cisco,Cisco Catalyst 4510R+E,EMEA,LAGNR,
LONPWGGP1,,15.7(3)M5,144.5.82.229,Cisco,Cisco 2921K9,EMEA,LONPWG,
LONPWGGS3,,16.9.4,144.5.23.51,Cisco,Cisco ASR1002-X,EMEA,LONPWG,Cisco IOS XE Software
LONPWGMS3,,15.2(4)E5,146.46.188.74,Cisco,Cisco Catalyst 29xxStack,EMEA,LONPWG,
LONPWGRACUBE1,,15.7(3)M5,144.5.75.151,Cisco,Cisco 2921K9,EMEA,LONPWG,
LONPWGRD10,,16.12.5,139.65.152.237,Cisco,Cisco ASR 1001-X Router,EMEA,LONPWG,Cisco IOS XE Software
LONPWGRG10,,15.5(3)S3,139.65.152.236,Cisco,Cisco ASR 1006,EMEA,LONPWG,Cisco IOS XE Software
LONPWGRI13,,7.3(3)N1(1),146.46.188.83,Cisco,Cisco Nexus 5672UP,EMEA,LONPWG,Cisco Nexus
LONPWGRV1,,16.9.4,146.34.143.253,Cisco,Cisco 4431 ISR,EMEA,LONPWG,Cisco IOS XE Software
LONPWGSG10v,,03.08.09.E RELEASE SOFTWARE (fc2),139.65.213.16,Cisco,Cisco Catalyst 4500 L3,EMEA,LONPWG,
LONPWGSN-E10A,,7.3(3)N1(1),146.38.93.17,Cisco,Cisco Nexus 5672UP,EMEA,LONPWG,Cisco Nexus
LONPWGSN-E10B,,7.3(3)N1(1),146.38.93.18,Cisco,Cisco Nexus 5672UP,EMEA,LONPWG,Cisco Nexus
LONPWGSN-E15A,,7.3(3)N1(1),146.38.60.210,Cisco,Cisco Nexus 5672UP,EMEA,LONPWG,Cisco Nexus
LONPWGSN-E15B,,7.3(3)N1(1),146.38.60.211,Cisco,Cisco Nexus 5672UP,EMEA,LONPWG,Cisco Nexus
LONPWGSN3A-N7K-CORP,,6.2(16),146.38.95.236,Cisco,Cisco Nexus 7000 Series,EMEA,LONPWG,Cisco Nexus
LONPWGSN3B-N7K-ADMIN,,6.2(16),146.38.60.196,Cisco,Cisco Nexus 7000 Series,EMEA,LONPWG,Cisco Nexus
LONPWGSN3B-N7K-EX,,6.2(16),146.38.60.191,Cisco,Cisco Nexus 7000 Series,EMEA,LONPWG,Cisco Nexus
LONPWGSN4A,,7.3(3)N1(1),146.38.93.68,Cisco,Cisco Nexus 5596 UP,EMEA,LONPWG,Cisco Nexus
LONPWGSN4B,,7.3(3)N1(1),146.38.93.69,Cisco,Cisco Nexus 5596 UP,EMEA,LONPWG,Cisco Nexus
LONPWGSN5B,,7.3(3)N1(1),146.38.60.200,Cisco,Cisco Nexus 5596 UP,EMEA,LONPWG,Cisco Nexus
LONPWGSN5B,,7.3(3)N1(1),146.38.93.71,Cisco,Cisco Nexus 5596 UP,EMEA,LONPWG,Cisco Nexus
LONPWGSN6B,,7.3(3)N1(1),146.38.93.73,Cisco,Cisco Nexus 5596 UP,EMEA,LONPWG,Cisco Nexus
LONPWGSS-D02,,16.12.4,146.38.93.9,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,EMEA,LONPWG,Cisco IOS XE Software
LONPWGSS-D15,,16.12.4,146.38.93.20,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,EMEA,LONPWG,Cisco IOS XE Software
LONPWGSS-E09,,16.12.4,146.38.93.23,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,EMEA,LONPWG,Cisco IOS XE Software
LONPWGSS-E12,,16.12.4,146.38.93.25,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,EMEA,LONPWG,Cisco IOS XE Software
LONPWGSS-E13,,16.12.4,146.38.93.26,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,EMEA,LONPWG,Cisco IOS XE Software
LONPWGSS3V,,12.2(58)SE2,146.38.93.48,Cisco,Catalyst 37xx Stack,EMEA,LONPWG,
LONQX9RE1,,15.5(1)SY6,146.46.190.6,Cisco,Catalyst 6880-X,EMEA,LONPWG,
LONQX9RE2,,15.5(1)SY6,146.46.190.7,Cisco,Catalyst 6880-X,EMEA,LONPWG,
LONQX9SE1-VSS,,03.08.09.E RELEASE SOFTWARE (fc2),146.46.190.10,Cisco,Cisco Catalyst 4500 L3,EMEA,LONPWG,
LUAA0RV2-LEN,,12.4(23),146.42.0.252,Cisco,Cisco 3845,EMEA,LUAA13,
LUAA13RL-Lob-HotelRestinga,Cannot connect to 146.42.18.253,16.9.2,146.42.18.253,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,LUAA13,
LUAA13RM-LOBITO01,,15.5(3)S4b,146.42.5.190,Cisco,Cisco 4331 ISR,EMEA,LUAA13,Cisco IOS XE Software
LURUA4SL-C03,,15.2(4)E6,146.42.15.81,Cisco,Catalyst WS-C3560CX-12PC-S,EMEA,LURUA,
LURUA4SL-C23,Cannot connect to 146.42.15.101,12.2(50)SE5,146.42.15.101,Cisco,Cisco Catalyst 3560-8PC,EMEA,LURUA,
MOSC93SL01,Cannot connect to 146.30.191.122,12.2(58)SE2,146.30.191.122,Cisco,Catalyst 37xx Stack,EMEA,MOSC93,
MOSRA02,,15.7(3)M8,146.30.193.253,Cisco,Cisco 3925K9,EMEA,MOS,
MOSRL01,,17.3.5,146.30.193.250,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,MOS,Cisco IOS XE Software
MOSSL01,,17.3.5,146.30.193.194,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,MOS,Cisco IOS XE Software
MOSVG1,,15.8(3)M2,146.37.171.3,Cisco,Cisco Voice Gateway VG202XM,EMEA,MOS,
NL-ZH-F30974-RA01,Cannot connect to 146.30.103.190,16.3.5,146.30.103.190,Cisco,Cisco 4331 ISR,EMEA,F30974,
NL-ZH-F30974-RB01,,17.6.3a,139.65.182.37,Cisco,Cisco,EMEA,TEMHAG,Cisco IOS XE Software
NL-ZH-F30974-RL01,,15.2(4)E5,146.30.103.189,Cisco,Catalyst 37xx Stack,EMEA,F30974,
NL-ZH-ROTNL-SL03,,16.12.5b,146.30.96.5,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,ROTNL,Cisco IOS XE Software
NL-ZH-ROTNL-SL05,Failed to enter enable mode. Please ensure you pass the 'secret' argument to ConnectHandler.,17.3.4,146.30.96.7,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,ROTNL,
NL-ZH-ROTNL-SL07,,16.12.5b,146.30.96.9,Cisco,Cisco Catalyst 9300 Series Switch,EMEA,ROTNL,Cisco IOS XE Software
PNC01RD,,16.3.5,146.30.40.248,Cisco,Cisco 4351 ISR,EMEA,PNC0,Cisco IOS XE Software
PNC01RV1-IPT,,15.1(4)M12a,146.37.160.14,Cisco,Cisco 3825,EMEA,PNC0,
PNC01SL03-SRV2,,16.12.7,146.30.40.10,Cisco,Cisco Catalyst 38xx stack,EMEA,PNC01,Cisco IOS XE Software
PNZDCNXS01-S01A,,9.2(3),146.30.48.68,Cisco,Cisco Nexus 93180YC-FX,EMEA,PNZ,Cisco Nexus
PNZDCNXS02-S01B,,9.2(3),146.30.48.69,Cisco,Cisco Nexus 93180YC-FX,EMEA,PNZ,Cisco Nexus
PNZDCNXS03-S02A,,9.2(3),146.30.48.70,Cisco,Cisco Nexus 93180YC-FX,EMEA,PNZ,Cisco Nexus
PNZDCNXS04-S02B,,9.2(3),146.30.48.71,Cisco,Cisco Nexus 93180YC-FX,EMEA,PNZ,Cisco Nexus
PNZDCNXS05-S03A,,9.2(3),146.30.48.72,Cisco,Cisco Nexus 93180YC-FX,EMEA,PNZ,Cisco Nexus
PNZDCNXS06-S03B,,9.2(3),146.30.48.73,Cisco,Cisco Nexus 93180YC-FX,EMEA,PNZ,Cisco Nexus
